transaction_id,account_id,transaction_timestamp,transaction_type,amount,merchant_name,payment_channel,device_id,transaction_status,fraud_flag
TXN0000222,ACC000012,2025-09-11 18:53:26.854791,POS,8851.27,Uber,ATM,DEV74812,SUCCESS,NO
TXN0000223,ACC000012,2026-03-27 05:16:26.854796,CASH_DEPOSIT,5912.88,Swiggy,ATM,DEV75061,FAILED,NO
TXN0000224,ACC000012,2026-04-29 11:21:26.854801,ATM,5055.31,Myntra,BRANCH,DEV35178,SUCCESS,NO
TXN0000225,ACC000012,2025-12-12 04:52:26.854806,POS,48526.46,Zomato,MOBILE,DEV28184,SUCCESS,YES
TXN0000226,ACC000012,2025-11-28 21:02:26.854811,IMPS,18873.41,Uber,MOBILE,DEV67271,SUCCESS,NO
TXN0000227,ACC000012,2026-03-15 15:07:26.854816,ATM,30405.55,Flipkart,WEB,DEV26505,SUCCESS,NO
TXN0000228,ACC000012,2026-02-01 11:08:26.854843,IMPS,26822.87,Swiggy,WEB,DEV89031,FAILED,NO
TXN0000229,ACC000012,2026-03-12 21:36:26.854848,CASH_DEPOSIT,24736.36,Amazon,WEB,DEV44371,FAILED,NO
TXN0000230,ACC000012,2025-11-05 08:43:26.854853,POS,19692.26,Flipkart,MOBILE,DEV58287,PENDING,NO
TXN0000231,ACC000012,2025-07-22 02:03:26.854858,POS,3673.17,Myntra,WEB,DEV45199,SUCCESS,NO
TXN0000232,ACC000012,2025-07-07 09:55:26.854863,NEFT,6257.99,Uber,ATM,DEV52932,PENDING,NO
TXN0000233,ACC000012,2025-09-09 10:40:26.854868,IMPS,10495.09,Reliance Mart,BRANCH,DEV13706,FAILED,NO
TXN0000234,ACC000012,2025-07-08 21:27:26.854872,NEFT,37876.06,Uber,WEB,DEV51848,FAILED,NO
TXN0000235,ACC000012,2025-07-03 01:30:26.854877,IMPS,11136.7,Uber,MOBILE,DEV57259,SUCCESS,NO
TXN000031,ACC000013,2026-04-27 11:14:26.854928,UPI,49422.35,Uber,ATM,DEV10625,SUCCESS,YES
TXN000032,ACC000013,2026-04-21 10:03:26.854936,NEFT,32036.13,Uber,BRANCH,DEV42386,FAILED,NO
TXN000033,ACC000013,2025-09-01 07:02:26.854941,ATM,28193.06,Myntra,BRANCH,DEV64053,PENDING,NO
TXN000034,ACC000013,2025-11-01 09:55:26.854947,NEFT,15147.74,Swiggy,ATM,DEV17174,PENDING,NO
TXN000035,ACC000013,2025-06-08 10:50:26.854952,CASH_DEPOSIT,6588.4,Uber,ATM,DEV87970,SUCCESS,NO
TXN000036,ACC000013,2025-07-25 20:50:26.854960,ATM,8635.04,Amazon,ATM,DEV39531,PENDING,NO
TXN000037,ACC000013,2026-04-12 05:14:26.854965,UPI,4051.59,Flipkart,ATM,DEV80937,FAILED,NO
TXN000038,ACC000013,2025-10-17 04:37:26.854970,NEFT,15812.44,Flipkart,BRANCH,DEV72116,FAILED,NO
TXN000039,ACC000013,2026-04-06 12:16:26.854974,CASH_DEPOSIT,39801.34,Zomato,BRANCH,DEV24791,SUCCESS,NO
TXN0000310,ACC000013,2025-07-06 05:06:26.854979,ATM,31128.37,Reliance Mart,ATM,DEV80099,SUCCESS,NO
TXN0000311,ACC000013,2026-04-25 21:38:26.854983,CASH_DEPOSIT,33168.44,Reliance Mart,BRANCH,DEV44125,PENDING,NO
TXN0000312,ACC000013,2026-01-10 07:07:26.854988,UPI,15603.16,Amazon,ATM,DEV48011,SUCCESS,NO
TXN0000313,ACC000013,2025-12-05 01:40:26.854993,ATM,8847.67,IRCTC,WEB,DEV80144,FAILED,NO
TXN000041,ACC000021,2025-10-30 19:22:26.855024,IMPS,33680.89,IRCTC,ATM,DEV95352,SUCCESS,NO
TXN000042,ACC000021,2026-01-31 12:32:26.855030,ATM,293.99,IRCTC,ATM,DEV36593,SUCCESS,NO
TXN000043,ACC000021,2026-02-17 21:17:26.855034,UPI,12133.03,Amazon,WEB,DEV73437,FAILED,NO
TXN000044,ACC000021,2026-01-29 05:51:26.855039,IMPS,3861.38,Zomato,MOBILE,DEV22778,SUCCESS,NO
TXN000045,ACC000021,2026-02-17 12:12:26.855044,IMPS,41420.3,Zomato,WEB,DEV34778,SUCCESS,YES
TXN000046,ACC000021,2025-08-09 13:07:26.855049,CASH_DEPOSIT,44332.28,Zomato,ATM,DEV95047,FAILED,YES
TXN000047,ACC000021,2025-11-20 20:50:26.855054,POS,29386.02,IRCTC,ATM,DEV78456,FAILED,NO
TXN000048,ACC000021,2025-08-20 05:36:26.855059,UPI,17785.74,Amazon,WEB,DEV14957,SUCCESS,NO
TXN000049,ACC000021,2026-03-07 19:58:26.855063,CASH_DEPOSIT,36645.78,IRCTC,ATM,DEV57273,SUCCESS,NO
TXN0000410,ACC000021,2025-11-04 15:07:26.855068,POS,8462.0,Amazon,MOBILE,DEV15390,FAILED,NO
TXN0000411,ACC000021,2025-12-06 00:49:26.855073,IMPS,22155.75,Myntra,WEB,DEV67375,SUCCESS,NO
TXN0000412,ACC000021,2026-02-07 06:15:26.855078,POS,46556.32,Uber,ATM,DEV13058,FAILED,YES
TXN0000413,ACC000021,2025-11-12 20:39:26.855084,NEFT,676.79,Uber,MOBILE,DEV71565,PENDING,NO
TXN0000414,ACC000021,2025-07-30 08:58:26.855090,UPI,35296.61,IRCTC,MOBILE,DEV69891,PENDING,NO
TXN0000415,ACC000021,2025-07-01 07:44:26.855095,UPI,16490.02,Reliance Mart,MOBILE,DEV80059,SUCCESS,NO
TXN0000416,ACC000021,2025-07-26 07:38:26.855100,IMPS,43918.97,Myntra,ATM,DEV13213,PENDING,YES
TXN0000417,ACC000021,2025-08-17 09:29:26.855105,IMPS,34156.93,Reliance Mart,WEB,DEV48441,PENDING,NO
TXN0000418,ACC000021,2025-12-14 06:57:26.855111,POS,14287.79,Swiggy,MOBILE,DEV86441,SUCCESS,NO
TXN0000419,ACC000021,2025-07-21 16:55:26.855116,CASH_DEPOSIT,4125.66,Myntra,MOBILE,DEV17570,PENDING,NO
TXN0000420,ACC000021,2026-03-25 18:41:26.855121,ATM,38953.49,Myntra,BRANCH,DEV90945,SUCCESS,NO
TXN0000421,ACC000021,2025-06-07 19:28:26.855126,POS,33105.02,Reliance Mart,MOBILE,DEV45665,PENDING,NO
TXN0000422,ACC000021,2026-03-02 03:29:26.855131,POS,13869.25,Swiggy,WEB,DEV39450,FAILED,NO
TXN0000423,ACC000021,2025-12-15 21:35:26.855136,POS,14627.95,Amazon,ATM,DEV77085,SUCCESS,NO
TXN0000424,ACC000021,2025-10-06 15:59:26.855141,ATM,14928.6,IRCTC,BRANCH,DEV32343,PENDING,NO
TXN0000425,ACC000021,2025-06-04 17:04:26.855145,CASH_DEPOSIT,46749.3,IRCTC,ATM,DEV19910,FAILED,YES
TXN0000426,ACC000021,2025-12-08 11:15:26.855150,POS,36636.17,Amazon,ATM,DEV66432,FAILED,NO
TXN0000427,ACC000021,2025-08-05 00:01:26.855155,POS,36158.05,Swiggy,ATM,DEV87438,SUCCESS,NO
TXN000051,ACC000022,2025-11-13 17:13:26.855185,NEFT,6615.91,Reliance Mart,MOBILE,DEV96717,PENDING,NO
TXN000052,ACC000022,2026-02-02 18:44:26.855192,CASH_DEPOSIT,34751.17,Zomato,WEB,DEV55744,SUCCESS,NO
TXN000053,ACC000022,2025-10-19 08:20:26.855197,ATM,30932.54,Amazon,BRANCH,DEV49188,SUCCESS,NO
TXN000054,ACC000022,2026-03-22 11:55:26.855202,IMPS,15826.11,IRCTC,ATM,DEV94204,FAILED,NO
TXN000055,ACC000022,2025-08-03 15:43:26.855208,ATM,19369.26,Flipkart,ATM,DEV84938,PENDING,NO
TXN000056,ACC000022,2025-12-08 23:36:26.855213,ATM,3131.73,Reliance Mart,BRANCH,DEV54822,FAILED,NO
TXN000057,ACC000022,2026-02-20 13:55:26.855218,POS,32388.58,Amazon,BRANCH,DEV35914,FAILED,NO
TXN000058,ACC000022,2025-11-08 15:41:26.855223,POS,16006.45,IRCTC,BRANCH,DEV26778,SUCCESS,NO
TXN000059,ACC000022,2025-12-31 10:29:26.855229,NEFT,45389.05,Myntra,WEB,DEV46044,PENDING,YES
TXN0000510,ACC000022,2026-05-04 01:05:26.855234,UPI,18089.93,Flipkart,MOBILE,DEV99495,FAILED,NO
TXN0000511,ACC000022,2025-08-03 08:38:26.855238,CASH_DEPOSIT,19467.02,Uber,BRANCH,DEV26073,FAILED,NO
TXN0000512,ACC000022,2026-04-01 11:14:26.855243,IMPS,6885.79,Amazon,ATM,DEV11000,FAILED,NO
TXN0000513,ACC000022,2025-10-30 09:24:26.855248,UPI,29668.42,Uber,BRANCH,DEV38258,SUCCESS,NO
TXN0000514,ACC000022,2026-04-29 17:00:26.855253,ATM,6473.97,IRCTC,ATM,DEV31617,PENDING,NO
TXN0000515,ACC000022,2025-07-17 05:32:26.855270,UPI,45359.3,Zomato,BRANCH,DEV77788,PENDING,YES
TXN000061,ACC000023,2026-02-09 13:06:26.855302,NEFT,24684.55,Myntra,BRANCH,DEV60126,PENDING,NO
TXN000062,ACC000023,2026-01-10 18:42:26.855308,ATM,35672.73,Amazon,MOBILE,DEV98215,SUCCESS,NO
TXN000063,ACC000023,2026-04-27 08:34:26.855313,UPI,49085.79,Myntra,WEB,DEV22817,PENDING,YES
TXN000064,ACC000023,2025-10-22 10:22:26.855318,UPI,37920.1,Amazon,ATM,DEV79570,FAILED,NO
TXN000065,ACC000023,2025-12-04 11:21:26.855323,POS,30186.05,IRCTC,BRANCH,DEV60352,PENDING,NO
TXN000066,ACC000023,2025-11-15 15:11:26.855328,IMPS,16488.78,Myntra,ATM,DEV13838,PENDING,NO
TXN000067,ACC000023,2025-12-30 12:48:26.855333,ATM,29918.6,Swiggy,BRANCH,DEV33514,PENDING,NO
TXN000068,ACC000023,2025-08-17 06:39:26.855338,UPI,20080.95,Zomato,MOBILE,DEV35567,PENDING,NO
TXN000069,ACC000023,2026-01-16 04:30:26.855344,UPI,31828.29,Reliance Mart,BRANCH,DEV87611,SUCCESS,NO
TXN0000610,ACC000023,2026-02-14 21:22:26.855348,NEFT,39524.9,Reliance Mart,ATM,DEV78731,PENDING,NO
TXN0000611,ACC000023,2025-11-12 20:27:26.855353,CASH_DEPOSIT,21316.69,IRCTC,MOBILE,DEV27180,SUCCESS,NO
TXN0000612,ACC000023,2025-06-21 21:05:26.855358,UPI,28085.74,Swiggy,WEB,DEV64243,FAILED,NO
TXN0000613,ACC000023,2026-01-11 07:53:26.855363,IMPS,34825.71,IRCTC,MOBILE,DEV61244,FAILED,NO
TXN000071,ACC000031,2025-12-18 01:27:26.855394,NEFT,20968.67,Swiggy,ATM,DEV86605,FAILED,NO
TXN000072,ACC000031,2025-08-06 15:41:26.855402,UPI,40251.7,Amazon,BRANCH,DEV67060,FAILED,YES
TXN000073,ACC000031,2025-09-30 16:54:26.855408,POS,16364.31,Reliance Mart,ATM,DEV50710,FAILED,NO
TXN000074,ACC000031,2026-01-23 06:05:26.855413,UPI,41657.16,Flipkart,MOBILE,DEV57876,PENDING,YES
TXN000075,ACC000031,2025-12-26 04:08:26.855417,NEFT,5738.33,IRCTC,WEB,DEV98008,FAILED,NO
TXN000076,ACC000031,2026-03-06 19:45:26.855422,POS,35523.16,IRCTC,WEB,DEV27633,PENDING,NO
TXN000077,ACC000031,2025-07-28 11:20:26.855427,UPI,22972.89,Uber,MOBILE,DEV86321,FAILED,NO
TXN000078,ACC000031,2025-10-24 16:20:26.855432,NEFT,32207.87,Swiggy,WEB,DEV64341,PENDING,NO
TXN000079,ACC000031,2026-03-31 06:02:26.855437,CASH_DEPOSIT,28854.9,Flipkart,BRANCH,DEV77013,PENDING,NO
TXN0000710,ACC000031,2025-07-31 11:38:26.855442,ATM,13441.46,Myntra,BRANCH,DEV42120,FAILED,NO
TXN000081,ACC000032,2026-03-08 10:32:26.855467,CASH_DEPOSIT,37401.65,Myntra,MOBILE,DEV29685,FAILED,NO
TXN000082,ACC000032,2025-06-05 17:00:26.855472,UPI,13315.81,IRCTC,WEB,DEV90310,PENDING,NO
TXN000083,ACC000032,2025-05-31 10:06:26.855477,NEFT,13595.45,Uber,MOBILE,DEV52272,FAILED,NO
TXN000084,ACC000032,2025-06-01 18:13:26.855482,ATM,38197.34,Uber,MOBILE,DEV73097,FAILED,NO
TXN000085,ACC000032,2025-11-24 10:43:26.855487,NEFT,49350.34,Amazon,MOBILE,DEV33724,PENDING,YES
TXN000086,ACC000032,2025-10-29 18:47:26.855493,CASH_DEPOSIT,16824.09,Myntra,ATM,DEV30857,FAILED,NO
TXN000087,ACC000032,2025-06-17 19:57:26.855498,NEFT,37130.29,Flipkart,WEB,DEV42142,SUCCESS,NO
TXN000088,ACC000032,2025-07-30 23:26:26.855503,UPI,41161.29,Flipkart,BRANCH,DEV85509,SUCCESS,YES
TXN000089,ACC000032,2026-01-07 14:24:26.855508,NEFT,9816.21,IRCTC,ATM,DEV67685,FAILED,NO
TXN0000810,ACC000032,2025-08-14 04:58:26.855512,IMPS,6265.99,Myntra,BRANCH,DEV63204,FAILED,NO
TXN0000811,ACC000032,2025-12-11 14:55:26.855517,ATM,23546.92,Reliance Mart,MOBILE,DEV11102,FAILED,NO
TXN0000812,ACC000032,2025-12-28 00:57:26.855522,ATM,24256.0,Flipkart,ATM,DEV64829,PENDING,NO
TXN0000813,ACC000032,2025-07-05 20:54:26.855527,NEFT,10488.46,Zomato,BRANCH,DEV34529,PENDING,NO
TXN0000814,ACC000032,2025-09-26 04:47:26.855532,POS,32111.9,Amazon,BRANCH,DEV59433,PENDING,NO
TXN0000815,ACC000032,2026-02-16 11:08:26.855537,IMPS,43984.06,Flipkart,WEB,DEV61381,PENDING,YES
TXN0000816,ACC000032,2025-11-17 13:43:26.855542,CASH_DEPOSIT,45079.23,Zomato,WEB,DEV12994,SUCCESS,YES
TXN0000817,ACC000032,2025-08-13 14:00:26.855546,CASH_DEPOSIT,16080.75,Uber,BRANCH,DEV63875,FAILED,NO
TXN0000818,ACC000032,2025-10-18 11:30:26.855551,NEFT,38021.18,IRCTC,WEB,DEV36398,SUCCESS,NO
TXN000091,ACC000033,2025-11-15 19:57:26.855577,POS,34127.84,Swiggy,MOBILE,DEV22253,SUCCESS,NO
TXN000092,ACC000033,2025-07-23 23:53:26.855584,NEFT,34106.39,Amazon,ATM,DEV30937,PENDING,NO
TXN000093,ACC000033,2026-02-15 19:17:26.855589,NEFT,33759.28,Amazon,ATM,DEV53966,FAILED,NO
TXN000094,ACC000033,2025-08-17 20:15:26.855593,ATM,26055.61,Swiggy,WEB,DEV65250,FAILED,NO
TXN000095,ACC000033,2026-04-03 00:36:26.855598,CASH_DEPOSIT,1822.43,Swiggy,ATM,DEV83290,PENDING,NO
TXN000096,ACC000033,2026-02-16 00:23:26.855603,UPI,9815.23,Zomato,MOBILE,DEV34408,SUCCESS,NO
TXN000097,ACC000033,2026-03-30 09:46:26.855609,ATM,47227.79,Swiggy,ATM,DEV16341,FAILED,YES
TXN000098,ACC000033,2025-09-24 20:43:26.855614,POS,10344.0,Zomato,BRANCH,DEV20087,SUCCESS,NO
TXN000099,ACC000033,2026-04-11 19:47:26.855619,NEFT,30599.23,Reliance Mart,ATM,DEV68502,SUCCESS,NO
TXN0000910,ACC000033,2025-12-01 08:52:26.855624,IMPS,26422.55,Amazon,BRANCH,DEV20704,FAILED,NO
TXN0000911,ACC000033,2025-11-19 00:31:26.855628,UPI,19114.54,Uber,ATM,DEV88543,SUCCESS,NO
TXN0000912,ACC000033,2026-02-20 21:42:26.855633,CASH_DEPOSIT,20132.83,Uber,ATM,DEV43362,FAILED,NO
TXN0000913,ACC000033,2026-02-02 01:45:26.855638,NEFT,9437.6,IRCTC,ATM,DEV87582,PENDING,NO
TXN0000914,ACC000033,2025-11-14 06:19:26.855642,IMPS,4932.48,Amazon,MOBILE,DEV40689,SUCCESS,NO
TXN0000915,ACC000033,2025-09-29 12:01:26.855648,POS,40422.07,Reliance Mart,MOBILE,DEV10091,SUCCESS,YES
TXN0000916,ACC000033,2026-04-25 07:59:26.855654,UPI,1950.17,Myntra,BRANCH,DEV17877,PENDING,NO
TXN0000917,ACC000033,2025-06-27 18:28:26.855659,ATM,38156.2,Uber,ATM,DEV45736,PENDING,NO
TXN0000918,ACC000033,2025-10-24 20:54:26.855664,IMPS,20325.66,Amazon,ATM,DEV31820,FAILED,NO
TXN0000919,ACC000033,2025-10-05 14:58:26.855670,UPI,44122.75,Reliance Mart,BRANCH,DEV87640,PENDING,YES
TXN0000920,ACC000033,2025-11-13 19:51:26.855674,ATM,44868.34,Myntra,ATM,DEV56145,PENDING,YES
TXN0000921,ACC000033,2026-02-06 03:45:26.855679,NEFT,12510.46,Myntra,MOBILE,DEV72745,PENDING,NO
TXN0000922,ACC000033,2025-12-01 11:34:26.855684,ATM,18866.65,IRCTC,MOBILE,DEV96917,FAILED,NO
TXN0000923,ACC000033,2025-09-26 08:25:26.855689,UPI,38515.7,Myntra,MOBILE,DEV24027,PENDING,NO
TXN0000924,ACC000033,2026-03-30 20:50:26.855694,IMPS,38751.77,Zomato,MOBILE,DEV21907,FAILED,NO
TXN0000925,ACC000033,2026-05-10 02:52:26.855699,IMPS,11047.19,Flipkart,BRANCH,DEV17666,PENDING,NO
TXN000101,ACC000041,2026-04-25 12:10:26.855726,IMPS,29491.06,Zomato,WEB,DEV51654,PENDING,NO
TXN000102,ACC000041,2025-10-05 04:28:26.855732,UPI,45885.71,Reliance Mart,BRANCH,DEV55317,SUCCESS,YES
TXN000103,ACC000041,2026-01-07 09:29:26.855736,CASH_DEPOSIT,22259.03,Flipkart,MOBILE,DEV18813,PENDING,NO
TXN000104,ACC000041,2026-01-11 09:39:26.855741,NEFT,21101.42,Flipkart,BRANCH,DEV41247,SUCCESS,NO
TXN000105,ACC000041,2025-07-07 10:50:26.855746,ATM,22212.16,Amazon,ATM,DEV35748,PENDING,NO
TXN000106,ACC000041,2025-06-26 13:59:26.855751,POS,47888.73,IRCTC,ATM,DEV57788,FAILED,YES
TXN000107,ACC000041,2025-07-02 12:01:26.855756,ATM,34293.75,Flipkart,MOBILE,DEV18007,SUCCESS,NO
TXN000108,ACC000041,2026-03-15 23:49:26.855760,IMPS,32546.85,Flipkart,MOBILE,DEV78838,PENDING,NO
TXN000109,ACC000041,2026-01-20 19:49:26.855765,IMPS,39123.09,Uber,MOBILE,DEV71204,SUCCESS,NO
TXN0001010,ACC000041,2026-02-23 08:52:26.855770,CASH_DEPOSIT,19629.06,Flipkart,BRANCH,DEV68445,FAILED,NO
TXN0001011,ACC000041,2025-10-06 05:15:26.855774,CASH_DEPOSIT,21083.56,Swiggy,ATM,DEV14502,FAILED,NO
TXN0001012,ACC000041,2025-12-16 17:06:26.855779,IMPS,49191.54,Uber,WEB,DEV11923,PENDING,YES
TXN0001013,ACC000041,2025-06-15 23:13:26.855785,CASH_DEPOSIT,8925.1,Myntra,ATM,DEV92871,SUCCESS,NO
TXN0001014,ACC000041,2025-07-23 18:18:26.855790,NEFT,10096.65,Amazon,WEB,DEV35727,FAILED,NO
TXN0001015,ACC000041,2026-02-02 15:46:26.855795,POS,22777.88,Reliance Mart,BRANCH,DEV98584,SUCCESS,NO
TXN0001016,ACC000041,2025-08-25 17:51:26.855799,POS,39775.93,Uber,BRANCH,DEV98105,SUCCESS,NO
TXN0001017,ACC000041,2025-06-18 04:43:26.855804,UPI,37927.35,Zomato,BRANCH,DEV54261,PENDING,NO
TXN0001018,ACC000041,2026-03-22 11:46:26.855809,UPI,43963.48,Uber,MOBILE,DEV54644,FAILED,YES
TXN0001019,ACC000041,2026-01-01 20:00:26.855814,IMPS,36037.85,Flipkart,ATM,DEV32058,SUCCESS,NO
TXN0001020,ACC000041,2026-04-23 16:44:26.855818,NEFT,24085.7,Myntra,ATM,DEV97536,SUCCESS,NO
TXN0001021,ACC000041,2025-11-08 03:25:26.855858,ATM,38860.02,Swiggy,MOBILE,DEV22091,SUCCESS,NO
TXN0001022,ACC000041,2026-02-23 15:31:26.855864,POS,37588.43,Zomato,WEB,DEV63438,SUCCESS,NO
TXN0001023,ACC000041,2025-08-20 17:14:26.855869,NEFT,16267.69,Reliance Mart,ATM,DEV51099,FAILED,NO
TXN0001024,ACC000041,2026-01-30 18:08:26.855874,UPI,6854.56,Zomato,WEB,DEV72572,FAILED,NO
TXN000111,ACC000042,2026-04-23 12:11:26.855911,UPI,12841.59,Myntra,BRANCH,DEV77096,FAILED,NO
TXN000112,ACC000042,2025-07-24 18:54:26.855918,CASH_DEPOSIT,48729.89,Myntra,BRANCH,DEV66153,FAILED,YES
TXN000113,ACC000042,2025-08-06 00:00:26.855923,POS,7368.38,Uber,ATM,DEV42766,PENDING,NO
TXN000114,ACC000042,2026-04-03 11:45:26.855928,IMPS,3599.78,IRCTC,MOBILE,DEV70272,SUCCESS,NO
TXN000115,ACC000042,2026-02-08 05:22:26.855934,IMPS,16733.9,IRCTC,BRANCH,DEV93049,PENDING,NO
TXN000116,ACC000042,2025-07-25 09:19:26.855938,POS,12543.91,Swiggy,MOBILE,DEV80207,PENDING,NO
TXN000117,ACC000042,2025-09-11 20:43:26.855943,POS,38071.74,IRCTC,MOBILE,DEV52656,SUCCESS,NO
TXN000118,ACC000042,2026-01-19 03:43:26.855948,CASH_DEPOSIT,15980.52,Flipkart,BRANCH,DEV20776,SUCCESS,NO
TXN000119,ACC000042,2025-12-16 20:56:26.855953,CASH_DEPOSIT,12216.87,Uber,BRANCH,DEV33872,SUCCESS,NO
TXN0001110,ACC000042,2025-10-27 00:05:26.855959,ATM,38234.69,Swiggy,MOBILE,DEV12392,PENDING,NO
TXN0001111,ACC000042,2026-04-18 04:55:26.855964,CASH_DEPOSIT,41663.66,Uber,ATM,DEV15028,PENDING,YES
TXN0001112,ACC000042,2026-02-13 10:36:26.855969,POS,6646.46,Swiggy,BRANCH,DEV89043,FAILED,NO
TXN0001113,ACC000042,2025-10-31 11:54:26.855974,CASH_DEPOSIT,48314.09,Flipkart,ATM,DEV37669,PENDING,YES
TXN0001114,ACC000042,2025-08-07 20:46:26.855979,ATM,37824.13,Amazon,WEB,DEV32407,PENDING,NO
TXN0001115,ACC000042,2025-12-15 06:07:26.855984,ATM,41067.89,Zomato,MOBILE,DEV20342,PENDING,YES
TXN0001116,ACC000042,2025-06-15 15:47:26.855989,IMPS,33347.4,Flipkart,MOBILE,DEV39840,SUCCESS,NO
TXN0001117,ACC000042,2025-11-01 15:51:26.855995,UPI,13127.14,Myntra,MOBILE,DEV53190,PENDING,NO
TXN0001118,ACC000042,2025-09-07 07:16:26.855999,CASH_DEPOSIT,22985.68,Flipkart,MOBILE,DEV23579,SUCCESS,NO
TXN0001119,ACC000042,2026-03-14 12:02:26.856004,IMPS,49657.49,Flipkart,WEB,DEV45899,PENDING,YES
